generacja,najlepszy_fitness,sredni_fitness,liczba_gatunkow,czas_epoki_s,avg_fitness_informed,avg_fitness_uninformed,neat_avg_worth,bench_hold6040,bench_momentum,bench_random,pct_bond,pct_stock,pct_crypto,pct_cash,avg_trades
228,647.20,445.71,2,2.14,477.04,414.38,3384.67,441.42,663.01,493.50,5.46,73.55,14.44,6.55,134.26
229,636.34,437.55,2,2.07,430.57,444.54,3012.00,380.13,257.55,393.38,5.29,73.33,15.35,6.03,114.65
230,731.37,489.63,2,2.04,543.17,436.10,4999.46,333.72,303.81,373.19,5.15,78.09,11.58,5.17,149.67
231,773.65,515.60,2,2.03,460.60,570.60,6274.63,362.22,206.55,493.21,5.35,79.18,9.22,6.26,179.13
232,696.30,491.87,2,2.03,435.67,548.07,5161.51,320.11,133.68,417.18,5.60,76.73,8.94,8.73,175.30
233,858.27,443.00,2,2.03,460.19,425.81,3961.87,362.52,864.88,489.34,5.95,76.17,12.08,5.80,117.52
234,691.61,479.92,2,2.06,431.75,528.09,4607.32,381.38,199.96,440.89,5.46,74.23,13.99,6.32,175.91
235,945.16,565.29,2,2.04,504.71,625.87,10534.87,412.15,265.46,442.74,5.59,76.83,11.58,6.00,206.31
236,622.70,483.80,2,2.06,519.17,448.42,4276.05,319.41,148.25,392.59,5.10,78.34,11.54,5.02,172.17
237,881.25,631.94,2,2.11,583.67,680.21,13518.39,324.87,1267.00,401.20,5.38,81.41,7.96,5.25,288.12
238,649.15,444.73,2,2.06,420.76,468.70,3346.38,338.54,501.87,458.75,5.71,79.12,10.38,4.80,147.25
239,833.61,510.48,2,2.08,483.66,537.31,6214.85,344.65,191.89,429.16,5.72,79.50,10.29,4.48,199.89
240,766.62,474.62,2,2.10,441.54,507.70,4695.27,285.05,160.82,352.06,5.49,78.58,11.35,4.58,147.59
241,623.17,465.87,2,2.10,479.09,452.64,3641.37,339.48,241.99,448.25,5.24,75.41,12.32,7.03,151.45
242,548.95,412.53,2,2.08,414.29,410.77,2385.48,289.91,786.26,348.71,5.22,70.50,17.47,6.80,111.57
243,721.86,439.50,2,2.16,441.17,437.83,3230.98,312.26,193.15,413.00,5.04,69.20,19.95,5.81,126.53
244,636.57,432.57,2,2.10,426.65,438.50,3233.57,291.54,244.28,343.05,4.75,71.52,17.75,5.98,120.42
245,749.90,501.93,2,2.09,482.91,520.96,4891.82,286.71,282.44,355.14,5.09,73.56,16.12,5.23,165.81
246,665.81,428.00,2,2.05,435.46,420.55,2850.65,373.37,242.68,423.61,5.16,72.32,16.40,6.11,112.76
247,700.89,460.12,2,2.10,460.24,460.00,3525.59,411.74,276.39,479.45,5.43,73.25,15.42,5.89,147.41
248,831.82,561.59,2,2.07,583.41,539.77,8742.95,312.62,179.86,416.92,5.27,76.89,14.49,3.35,221.54
249,657.40,457.40,2,2.11,387.55,527.25,3809.30,367.26,285.16,401.48,5.46,76.69,13.17,4.68,171.19
250,739.89,502.93,2,2.10,508.17,497.69,5690.02,348.02,630.39,448.00,5.91,77.49,12.01,4.60,217.66
251,698.87,483.63,2,2.05,441.46,525.80,4843.06,364.32,168.34,407.93,5.54,80.39,9.93,4.14,178.53
252,737.92,545.57,2,2.06,532.90,558.25,7118.43,319.19,564.74,407.61,5.90,77.21,11.09,5.80,256.50
253,634.42,403.72,2,2.08,431.35,376.10,2394.37,374.50,506.31,483.00,6.06,68.97,19.25,5.73,126.66
254,687.09,455.23,2,2.09,490.64,419.82,3807.62,338.75,179.87,436.24,5.52,75.22,13.45,5.81,150.93
255,721.81,499.53,2,2.06,450.76,548.29,5525.90,346.48,141.58,424.27,6.22,77.30,10.22,6.26,197.61
256,752.85,499.16,2,2.11,497.14,501.17,5597.47,361.20,1019.58,374.17,5.94,77.39,11.02,5.65,198.41
257,654.05,440.17,2,2.12,454.79,425.55,3178.49,391.15,193.44,505.59,6.23,68.29,17.96,7.52,162.66
258,635.00,408.03,2,2.06,388.57,427.50,2492.27,351.28,232.47,416.79,6.37,63.50,24.03,6.10,115.96
259,552.61,421.89,2,2.14,420.89,422.89,2819.77,269.10,511.28,310.77,5.65,65.01,24.54,4.80,123.76
260,665.06,451.82,2,2.14,488.49,415.14,3757.27,320.10,300.24,363.14,5.57,71.72,18.09,4.61,125.20
261,607.84,472.03,2,2.06,492.03,452.03,3759.20,370.26,574.93,398.15,6.38,70.07,16.90,6.65,181.61
262,671.74,489.40,2,2.08,473.54,505.26,4911.64,394.75,182.83,446.94,5.77,75.53,15.54,3.16,151.48
263,713.20,456.98,2,2.08,432.41,481.56,3765.36,391.55,235.14,438.18,5.58,73.17,16.33,4.91,153.78
264,655.73,434.80,2,2.08,424.14,445.46,3015.32,395.06,205.22,432.72,6.23,67.59,20.46,5.72,142.09
265,588.93,411.55,2,2.10,396.44,426.66,2702.13,326.37,194.72,442.55,6.00,61.14,28.07,4.79,105.47
266,784.17,542.52,2,2.21,530.19,554.85,6916.42,342.42,1478.91,467.60,6.72,65.29,22.51,5.47,216.09
267,906.01,443.30,2,2.22,432.86,453.75,3637.94,358.10,564.24,405.54,6.36,69.72,17.62,6.30,137.36
268,720.17,521.61,2,2.22,520.66,522.56,6252.21,367.17,335.94,446.35,6.07,70.30,17.54,6.10,191.10
269,872.49,576.87,2,2.24,608.73,545.01,9421.45,356.32,988.79,427.40,6.67,70.86,16.84,5.63,239.50
270,741.32,485.08,2,2.27,480.91,489.25,4742.04,348.99,403.46,435.96,6.72,71.73,15.79,5.76,174.89
271,984.40,580.64,2,2.31,657.16,504.11,11240.55,336.16,184.59,425.58,6.74,77.46,9.90,5.89,246.88
272,591.39,405.68,2,2.19,400.47,410.89,2392.80,350.44,259.55,459.91,6.18,72.37,13.21,8.24,124.20
273,624.16,406.01,2,2.18,398.49,413.52,2463.89,318.78,436.07,352.09,5.71,72.12,16.22,5.94,113.42
274,687.92,425.20,2,2.20,386.16,464.23,3454.78,369.59,222.30,458.76,5.63,76.40,13.91,4.06,108.63
275,610.14,426.23,2,2.20,439.56,412.89,2876.19,366.30,440.80,414.59,6.95,64.15,23.39,5.52,134.48
276,769.77,497.37,2,2.21,446.74,548.00,6441.98,285.33,441.57,363.74,6.25,76.17,13.05,4.53,167.66
277,803.12,521.70,2,2.26,500.51,542.90,6286.87,371.24,261.31,464.36,6.87,71.78,13.90,7.45,197.11
278,576.28,414.79,2,2.22,416.91,412.67,2447.91,268.86,193.73,337.97,6.78,67.00,20.13,6.09,133.83
279,640.30,414.31,2,2.26,412.82,415.81,2651.51,317.91,455.92,393.93,6.91,68.01,19.29,5.79,124.58
280,609.93,387.38,2,2.28,394.32,380.45,2264.79,354.71,191.56,396.24,6.79,70.46,15.42,7.32,111.65
281,672.71,450.40,2,2.26,416.72,484.08,3601.22,371.59,921.29,432.53,7.15,72.71,13.54,6.60,146.06
282,981.83,441.43,2,2.26,422.94,459.93,4189.85,299.24,422.17,405.94,6.43,73.88,12.89,6.79,127.83
283,846.80,478.04,2,2.29,464.04,492.04,4521.61,329.93,543.78,375.60,6.13,72.80,15.62,5.46,129.83
284,602.97,428.96,2,2.24,399.81,458.11,2796.69,375.58,629.57,443.64,6.36,75.99,13.26,4.39,140.15
285,577.89,466.39,2,2.23,453.51,479.28,3551.96,335.36,269.09,441.33,5.19,75.08,14.20,5.53,139.70
286,701.07,448.10,2,2.21,446.38,449.82,3353.59,294.78,297.09,379.98,6.16,70.77,16.38,6.69,142.58
287,675.87,494.00,2,2.23,491.77,496.22,4861.42,390.55,258.05,489.96,6.62,73.22,14.83,5.33,190.46
288,623.57,459.94,2,2.22,460.56,459.32,3764.62,354.10,190.95,532.08,6.08,65.61,17.07,11.24,158.05
289,761.57,523.13,2,2.18,582.01,464.25,8019.28,292.46,344.69,382.72,5.74,79.21,11.55,3.50,163.03
290,721.41,458.36,2,2.17,468.01,448.72,3726.18,364.40,205.16,456.59,6.95,70.64,14.22,8.19,169.50
291,958.32,473.28,2,2.20,439.57,506.98,4368.37,373.06,1489.54,465.28,6.77,61.42,25.17,6.64,147.65
292,799.92,530.13,2,2.19,606.57,453.70,8028.06,323.05,212.84,403.44,6.17,76.72,12.63,4.48,203.80
293,674.65,501.52,2,2.20,463.44,539.59,5535.56,308.14,204.79,499.34,6.65,77.50,12.75,3.09,186.12
294,650.00,495.09,2,2.19,437.20,552.98,4755.65,433.91,1344.10,529.67,6.42,76.31,12.47,4.81,195.81
295,704.42,486.37,2,2.22,455.68,517.07,4495.36,300.63,943.14,366.98,7.14,75.43,12.49,4.94,190.50
296,927.30,561.56,2,2.24,524.15,598.97,10062.89,329.94,161.89,364.04,7.06,77.52,9.15,6.27,237.93
297,704.65,452.35,2,2.14,418.60,486.10,4092.05,357.80,211.89,449.86,6.76,77.76,11.50,3.98,135.79
298,703.01,514.47,2,2.12,477.30,551.64,5949.76,417.81,313.00,463.77,7.01,75.33,11.93,5.73,181.56
299,737.37,574.07,2,2.11,609.43,538.70,7850.51,338.65,225.67,451.24,6.94,71.65,15.67,5.74,270.02
300,613.66,483.00,2,2.05,514.39,451.61,4199.77,393.82,821.99,467.18,7.46,71.25,15.06,6.23,210.76
301,785.79,566.65,2,2.04,496.47,636.83,9342.43,444.73,219.10,522.04,6.97,78.45,9.86,4.71,256.24
302,1001.31,681.89,2,2.06,578.89,784.90,18786.81,398.27,1386.18,526.74,7.38,76.91,8.87,6.83,323.26
303,662.13,449.49,2,2.05,422.64,476.34,3477.29,378.66,513.92,436.02,7.60,74.16,13.52,4.71,164.88
304,657.27,473.48,2,1.98,500.67,446.29,4225.83,315.37,1184.14,366.07,6.83,70.18,16.84,6.15,162.77
305,574.68,420.09,2,1.98,423.66,416.52,2870.53,371.83,403.50,398.58,6.78,73.30,14.91,5.01,144.16
306,654.03,444.60,2,1.95,418.83,470.37,3355.83,288.95,1197.86,346.00,6.51,74.42,13.52,5.55,156.42
307,878.07,581.34,2,1.95,530.48,632.20,10658.34,278.47,404.08,335.53,6.02,77.64,11.35,5.00,233.07
308,842.74,593.90,2,1.92,622.08,565.71,9343.25,402.04,274.45,429.81,6.77,73.06,15.37,4.81,229.35
309,758.99,471.94,2,1.95,510.99,432.89,4697.62,364.36,680.72,475.28,7.17,74.20,13.46,5.17,166.19
310,590.48,457.12,2,1.98,480.75,433.49,3409.09,381.80,195.27,398.86,7.60,71.70,14.82,5.87,188.83
311,661.48,481.41,2,1.95,466.75,496.08,4531.07,299.60,461.98,339.81,7.36,71.15,16.01,5.49,159.19
312,946.91,626.43,2,1.95,677.88,574.97,13453.00,322.39,173.01,364.88,6.85,77.05,10.57,5.54,268.44
313,603.11,382.95,2,1.91,370.16,395.74,2100.20,321.99,178.12,396.80,7.00,71.73,14.05,7.22,109.22
314,704.97,454.40,2,1.96,502.43,406.36,3991.26,384.16,223.20,450.09,6.84,75.46,12.90,4.81,144.94
315,705.18,454.68,2,1.94,406.02,503.33,3655.50,345.65,226.66,481.65,6.88,75.75,11.72,5.65,169.02
316,738.17,457.09,2,1.96,436.01,478.16,3628.48,370.98,619.94,408.83,6.69,72.45,13.49,7.36,164.23
317,749.92,475.15,2,1.91,473.84,476.47,4613.59,406.22,270.08,460.38,6.20,72.27,15.14,6.40,161.67
318,760.44,487.69,2,1.86,527.18,448.19,4693.41,312.92,468.76,335.37,6.26,73.87,14.10,5.77,196.91
319,671.50,411.80,2,1.88,406.23,417.37,2683.43,379.83,636.66,422.58,5.92,68.79,17.75,7.54,123.07
320,698.86,458.98,2,1.89,470.23,447.73,3782.55,334.55,344.49,457.79,6.00,72.93,15.41,5.66,168.43
321,817.70,485.08,2,1.93,471.62,498.54,5147.71,327.37,150.60,403.80,6.17,72.45,14.98,6.39,203.52
322,930.98,548.58,2,1.92,461.01,636.15,9480.03,310.18,1299.16,425.41,7.04,76.89,10.00,6.07,243.98
323,702.87,448.70,2,1.87,488.17,409.23,3452.01,366.48,190.79,456.46,7.43,64.07,21.92,6.58,173.13
324,699.93,437.09,2,1.83,447.10,427.08,3304.20,361.48,163.46,481.77,6.61,69.33,18.39,5.67,136.68
325,880.70,-1759.27,2,1.87,-3962.65,444.12,3565.69,295.23,193.87,380.60,6.30,70.52,17.60,5.58,126.93
326,701.00,503.30,2,1.88,482.19,524.41,5496.67,400.47,769.99,437.57,7.21,63.82,23.51,5.47,195.36
327,715.27,449.13,2,1.84,520.15,378.11,3643.06,410.88,244.89,508.98,5.90,75.45,14.36,4.29,151.45
328,863.96,528.73,2,1.84,412.83,644.64,8150.63,317.43,235.43,377.37,5.62,80.68,9.31,4.39,195.47
329,718.68,523.79,2,1.80,466.34,581.23,6132.16,305.77,171.81,395.97,5.74,78.92,10.70,4.63,206.99
330,748.04,470.76,2,1.78,466.15,475.37,4373.85,352.44,359.27,394.70,6.01,73.19,14.72,6.08,155.07
331,612.10,444.50,2,1.82,462.46,426.54,3392.30,377.34,239.28,445.83,6.06,72.83,15.80,5.31,137.95
332,846.89,535.44,2,1.91,475.51,595.38,8125.79,357.61,1114.22,362.65,6.07,78.01,10.52,5.39,218.47
333,732.71,551.67,2,1.88,503.67,599.67,7676.31,275.95,427.05,381.42,6.08,76.59,11.96,5.36,231.61
334,950.75,621.21,2,1.87,561.05,681.36,14292.99,296.40,138.36,374.94,6.20,76.78,11.22,5.80,286.61
335,790.88,542.42,2,1.89,540.79,544.05,6615.90,393.92,159.83,466.85,6.19,72.27,16.46,5.07,237.62
336,720.50,492.77,2,1.86,480.26,505.27,4794.93,378.78,149.44,437.50,6.11,72.63,15.69,5.57,196.50
337,954.71,519.45,2,1.87,545.08,493.81,6507.30,378.82,2089.56,501.28,6.09,73.68,15.20,5.03,207.29
338,872.31,602.94,2,1.89,619.68,586.20,12172.30,291.87,295.73,329.68,6.29,71.76,16.88,5.06,294.16
339,739.20,437.31,2,1.84,461.53,413.09,3310.00,332.93,760.97,407.87,6.16,72.33,15.83,5.68,156.08
340,782.54,491.69,2,1.79,464.57,518.82,5116.61,366.39,458.33,449.34,6.25,70.00,18.40,5.35,166.21
341,666.93,491.21,2,1.82,490.04,492.37,5142.53,315.44,547.12,391.73,6.69,67.77,19.73,5.81,172.96
342,801.87,570.87,2,1.81,630.49,511.26,9753.29,338.73,1287.44,353.47,6.42,71.08,17.38,5.12,269.96
343,676.98,475.15,2,1.80,487.42,462.87,4263.06,331.03,483.75,377.55,6.48,58.91,30.14,4.47,150.30
344,732.02,537.83,2,1.83,502.85,572.81,7236.92,300.37,2659.64,486.62,6.34,65.00,23.64,5.02,222.76
345,655.83,488.40,2,1.88,456.21,520.59,4973.74,290.13,281.47,368.20,6.04,70.48,18.97,4.51,162.25
346,634.07,457.43,2,1.88,460.86,454.01,3695.44,364.94,179.25,482.16,5.69,66.57,21.75,5.99,138.11
347,785.59,546.30,2,1.95,623.62,468.98,8197.38,305.89,208.22,458.32,5.87,76.57,13.21,4.35,210.00
348,771.02,526.72,2,1.96,512.44,541.01,6397.02,367.84,1132.32,550.73,5.82,74.74,15.59,3.84,187.91
349,750.52,566.64,2,2.07,514.06,619.22,9272.87,332.16,210.81,402.80,6.29,75.97,11.82,5.91,258.58
350,762.73,551.39,2,2.03,530.51,572.28,8213.46,360.89,708.00,426.78,6.55,75.77,12.73,4.95,212.16
351,855.52,562.47,2,2.00,509.40,615.55,10140.68,333.77,164.27,455.28,7.50,75.09,10.82,6.58,217.95
352,678.35,438.79,2,1.99,452.67,424.90,3215.51,306.74,160.90,417.54,7.76,69.50,16.10,6.65,157.69
353,594.88,442.04,2,1.96,414.74,469.33,3390.10,303.00,359.46,373.45,6.98,72.91,13.85,6.26,148.15
354,939.90,592.89,2,1.99,485.70,700.07,12661.37,323.83,486.27,452.36,6.88,76.35,10.68,6.09,251.93
355,608.09,406.20,2,1.93,415.96,396.44,2321.59,379.06,218.50,458.05,7.35,68.96,15.88,7.80,136.22
356,620.79,421.65,2,1.97,448.45,394.85,2764.68,346.59,169.91,406.76,6.70,73.84,13.91,5.56,131.83
357,657.66,442.36,2,1.96,456.80,427.92,3211.21,374.74,642.33,431.88,6.95,67.08,20.11,5.86,136.70
358,793.64,493.57,2,1.99,563.97,423.16,5662.17,362.04,306.64,414.25,6.18,76.66,12.16,5.00,167.66
359,524.93,413.22,2,2.00,401.45,424.99,2538.56,380.41,339.45,437.99,7.21,68.91,17.55,6.32,131.45
360,725.67,449.50,2,2.03,477.80,421.21,3349.70,407.41,241.58,471.93,6.98,67.54,18.71,6.77,145.24
361,810.86,566.54,2,2.13,559.77,573.31,8249.18,320.35,532.34,403.72,6.05,64.20,24.29,5.47,218.77
362,581.69,438.76,2,2.05,435.84,441.68,3175.32,337.83,416.57,374.02,6.85,65.50,22.47,5.19,133.61
363,625.09,452.41,2,2.09,475.58,429.24,3175.13,346.64,353.81,400.63,6.06,70.70,18.44,4.79,137.66
364,746.17,491.92,2,2.08,445.74,538.10,4854.39,286.99,350.38,359.25,5.75,74.88,15.91,3.46,171.86
365,1055.75,516.32,2,2.07,559.07,473.56,7059.04,347.55,237.27,485.17,7.31,64.37,22.45,5.87,191.28
366,663.88,490.69,2,2.11,490.70,490.67,4538.42,331.61,207.60,411.65,7.61,69.09,19.52,3.78,193.82
367,840.19,565.74,2,2.15,644.60,486.89,9395.25,370.85,830.38,464.84,5.92,77.66,13.17,3.25,241.15
368,686.54,496.60,2,2.08,488.27,504.93,5341.63,347.77,331.47,357.53,5.98,72.58,16.34,5.10,168.97
369,574.30,435.77,2,2.07,428.94,442.59,2885.49,390.20,2287.52,494.39,6.78,71.14,16.22,5.86,145.49
370,738.81,533.93,2,2.07,490.42,577.43,6649.31,408.60,354.07,427.58,6.75,76.55,12.34,4.36,209.39
371,810.35,611.95,2,2.08,582.47,641.43,11279.93,376.30,211.16,438.99,6.73,74.01,12.69,6.57,279.72
372,716.45,467.63,2,1.99,455.91,479.34,3909.00,361.50,242.46,501.01,6.47,74.87,13.20,5.46,179.13
373,850.07,501.40,2,2.01,455.91,546.88,6177.58,440.15,282.80,487.60,6.57,69.67,18.76,5.00,189.20
374,775.65,550.07,2,1.98,606.50,493.65,7929.56,422.65,279.98,525.66,6.01,73.82,14.19,5.98,239.45
375,652.59,461.01,2,2.09,425.06,496.96,3725.95,304.71,267.74,420.51,6.30,74.40,14.62,4.68,166.68
376,884.26,565.84,2,2.13,510.98,620.69,9706.98,272.05,190.53,345.62,5.66,80.70,9.04,4.61,224.55
377,862.62,563.45,2,2.12,576.85,550.05,8223.64,328.77,438.12,396.95,6.04,75.27,13.38,5.30,257.75
378,648.26,466.50,2,2.09,424.66,508.34,3787.82,401.32,692.18,478.97,5.72,74.50,16.13,3.65,170.86
379,920.19,533.37,2,2.08,601.05,465.69,8565.68,323.84,276.49,382.26,5.51,80.23,10.11,4.14,224.97
380,637.22,418.21,2,2.09,429.64,406.79,2619.17,332.62,179.18,388.37,5.96,72.66,14.36,7.02,138.98
381,628.34,423.46,2,2.14,409.17,437.76,2759.42,299.81,212.58,351.58,5.75,68.75,19.85,5.65,119.88
382,815.73,514.58,2,2.13,531.68,497.47,5818.87,414.49,256.65,457.31,5.44,69.22,20.25,5.09,172.14
383,638.50,513.86,2,2.14,491.77,535.94,5198.12,260.79,224.00,341.01,6.18,71.09,15.96,6.77,189.28
384,662.29,449.59,2,2.14,477.44,421.73,3322.39,405.18,756.44,476.94,6.58,62.30,24.51,6.61,147.57
385,767.30,519.11,2,2.13,584.23,453.99,6487.36,285.85,430.35,350.08,5.91,74.74,14.88,4.47,194.34
386,690.87,500.77,2,2.11,483.96,517.58,5088.64,308.61,983.21,403.23,6.27,71.57,15.80,6.37,167.34
387,769.93,447.68,2,2.05,502.33,393.04,3567.23,336.01,787.38,429.97,5.99,62.67,24.95,6.39,146.48
388,620.20,434.14,2,2.07,464.57,403.70,2856.52,263.87,457.53,330.16,5.80,73.51,14.63,6.06,135.59
389,622.11,435.89,2,2.09,413.34,458.44,3077.02,395.86,270.62,501.17,6.59,72.79,14.72,5.89,145.87
390,594.84,435.20,2,2.04,409.53,460.88,3035.22,380.25,250.65,464.44,5.99,70.42,17.48,6.11,128.07
391,673.14,538.88,2,2.06,569.81,507.95,6174.53,404.68,798.54,433.38,5.82,74.43,17.00,2.76,196.20
392,705.92,474.10,2,2.05,536.27,411.92,4234.20,350.35,179.04,400.08,5.78,78.67,11.89,3.66,164.85
393,695.09,499.00,2,2.05,479.14,518.87,4808.03,337.45,786.87,456.18,5.51,75.19,15.29,4.01,165.55
394,717.33,480.76,2,2.00,521.41,440.12,4294.14,281.46,481.88,410.01,5.68,66.62,21.77,5.93,147.32
395,778.90,477.52,2,2.02,530.06,424.98,5165.04,339.12,859.29,384.30,5.51,76.59,13.51,4.39,142.97
396,794.38,557.83,2,2.07,491.82,623.85,8632.29,300.99,156.38,369.96,5.93,77.56,11.76,4.75,233.00
397,715.41,550.71,2,2.01,501.29,600.13,7307.42,366.76,546.19,473.18,6.21,78.03,11.36,4.40,205.84
398,671.89,498.41,2,2.00,488.81,508.02,4748.63,302.85,286.16,354.57,5.71,74.99,14.18,5.12,166.39
399,575.71,466.34,2,1.97,464.02,468.65,3741.88,354.50,268.35,472.15,6.00,68.96,18.21,6.84,165.81
400,906.50,544.94,2,2.05,644.42,445.46,9028.04,421.26,310.43,503.81,6.07,79.32,10.52,4.10,192.61
401,623.66,453.75,2,1.97,439.94,467.56,3632.75,324.74,395.31,362.10,6.07,73.33,15.29,5.32,167.06
402,916.51,600.28,2,1.90,553.19,647.36,10913.06,301.35,290.77,327.51,6.07,75.78,12.52,5.63,237.14
403,900.23,586.44,2,1.90,524.83,648.05,11273.53,344.10,938.32,425.67,6.84,77.30,10.71,5.14,226.08
404,661.60,522.18,2,1.90,499.43,544.92,5950.71,334.37,278.32,444.78,6.98,75.60,12.45,4.97,222.37
405,572.61,404.63,2,1.91,406.75,402.50,2248.15,308.86,1097.40,377.30,6.59,72.17,14.96,6.29,129.77
406,616.70,449.56,2,1.89,426.47,472.65,3195.85,312.59,794.17,410.68,6.30,74.09,14.97,4.64,150.49
407,711.94,489.92,2,1.93,482.19,497.65,4878.81,399.23,904.29,440.52,5.92,74.10,15.40,4.58,154.23
408,722.53,478.95,2,1.96,456.98,500.93,4325.29,303.31,385.96,396.16,5.43,68.26,21.34,4.97,151.02
409,661.21,495.85,2,1.93,545.31,446.39,4603.13,309.96,132.82,424.36,5.37,75.37,14.90,4.36,166.82
410,698.29,498.01,2,1.98,540.05,455.97,5500.00,282.52,191.28,389.50,5.56,77.92,12.26,4.26,180.58
411,537.09,440.10,2,2.04,439.66,440.54,2994.09,307.26,171.12,451.49,4.90,73.04,16.30,5.76,121.43
412,601.53,466.67,2,1.96,486.89,446.45,3850.57,306.02,603.97,383.57,5.01,73.85,16.46,4.69,125.17
413,791.85,493.15,2,1.95,548.21,438.09,5085.30,401.07,1407.27,435.46,5.01,64.58,25.09,5.32,168.40
414,668.08,471.35,2,1.92,509.77,432.93,4136.00,280.80,142.18,338.10,4.89,73.46,15.77,5.89,154.82
415,685.16,474.47,2,1.95,481.80,467.13,4051.61,371.91,175.58,413.04,5.19,68.63,21.22,4.95,143.96
416,555.72,422.13,2,1.95,398.84,445.42,2727.99,278.60,302.84,401.33,5.37,63.77,24.39,6.47,128.40
417,835.13,548.84,2,1.96,616.92,480.76,8753.38,324.66,384.46,448.69,5.48,77.04,12.85,4.63,209.90
418,589.85,408.95,2,1.92,386.19,431.71,2832.47,348.77,764.77,390.48,5.26,75.46,13.80,5.48,117.90
419,690.27,506.42,2,2.00,460.97,551.87,5432.13,332.77,640.83,460.13,4.96,78.04,11.72,5.28,181.01
420,655.30,463.43,2,1.91,458.68,468.17,3948.89,303.76,655.91,387.26,4.86,77.12,13.51,4.51,140.02
421,842.72,476.25,2,1.90,547.74,404.76,5376.62,329.98,208.37,426.71,5.26,59.38,29.53,5.82,161.73
422,584.49,427.33,2,1.89,434.56,420.10,2773.16,359.76,590.12,399.08,5.48,68.70,19.41,6.41,124.96
423,746.86,456.72,2,1.90,428.70,484.74,3757.80,314.00,278.07,403.03,5.55,74.93,14.04,5.48,151.87
424,732.77,442.72,2,1.90,501.18,384.26,3782.30,389.35,303.10,488.76,4.74,65.80,24.98,4.48,124.15
425,550.09,413.96,2,1.95,412.88,415.04,2514.54,312.67,816.31,420.39,4.96,72.96,18.00,4.08,93.28
426,866.71,524.69,2,1.97,475.32,574.07,7024.12,348.51,243.65,399.37,5.57,78.64,11.68,4.11,185.22
427,694.75,514.03,2,1.94,478.36,549.70,6079.29,366.25,201.73,434.53,5.48,78.42,12.18,3.92,190.66
428,843.71,558.65,2,1.94,489.54,627.76,8722.70,346.80,175.76,439.47,7.02,77.14,11.01,4.83,246.05
429,870.95,626.41,2,2.07,552.28,700.54,13107.75,314.27,190.31,505.71,7.39,76.54,10.89,5.18,318.93
430,726.21,454.76,2,1.88,509.65,399.87,4268.45,371.31,166.76,497.45,5.98,59.94,28.03,6.04,193.68
431,716.42,470.40,2,1.88,512.21,428.59,4228.53,351.68,741.76,372.91,6.18,74.14,15.83,3.85,161.36
432,682.72,464.27,2,1.92,470.23,458.31,3574.71,405.74,284.69,478.95,6.03,73.19,15.32,5.47,165.86
433,798.91,490.52,2,1.85,445.07,535.98,5556.63,520.31,1071.23,407.26,6.08,75.32,13.08,5.52,148.03
434,541.02,391.36,2,1.84,399.56,383.17,2044.89,354.91,465.95,432.34,5.66,68.72,20.57,5.05,100.57
435,638.15,476.42,2,1.87,489.97,462.87,4212.21,357.22,232.59,494.97,5.08,75.75,15.19,3.98,164.56
436,640.25,496.86,2,1.87,446.69,547.03,5197.95,281.85,1206.52,357.71,5.04,80.92,11.68,2.36,166.66
437,823.11,568.48,2,1.92,478.10,658.85,9773.35,398.09,198.90,469.78,5.14,83.47,7.99,3.39,203.06
438,682.51,432.49,2,1.84,441.90,423.08,2996.04,315.02,559.92,390.10,5.37,75.35,13.02,6.27,122.81
439,942.05,569.82,2,1.89,673.01,466.63,11901.74,332.88,169.06,363.25,5.52,80.57,8.97,4.93,198.27
440,962.43,618.79,2,1.88,511.72,725.85,14441.41,281.39,478.76,338.32,6.66,78.07,9.20,6.07,272.06
441,540.95,393.39,2,1.78,415.52,371.26,2194.35,359.40,163.00,466.76,5.55,67.39,21.93,5.14,109.79
442,635.34,458.54,2,1.85,497.88,419.19,3655.67,317.91,215.64,397.63,5.87,73.43,14.87,5.83,127.38
443,618.85,427.46,2,1.82,426.69,428.23,2832.46,342.93,1082.66,430.20,5.83,72.07,16.14,5.97,139.91
444,695.75,500.00,2,1.86,512.55,487.44,5297.17,352.67,158.16,383.23,5.07,73.30,17.74,3.88,156.63
445,696.08,514.59,2,1.89,457.91,571.27,6252.64,359.35,458.50,469.32,5.61,80.06,11.17,3.15,174.72
446,665.45,468.23,2,1.83,438.11,498.35,3898.92,340.05,316.90,477.91,5.81,79.01,11.55,3.63,145.31
447,804.25,531.41,2,1.84,448.65,614.17,7626.47,346.25,206.02,402.65,6.58,79.33,9.72,4.36,196.96
448,646.14,435.96,2,1.80,450.52,421.40,3207.88,411.91,338.35,447.15,6.52,71.80,16.55,5.13,162.65
449,826.70,497.86,2,1.85,495.22,500.51,5221.96,320.20,178.54,360.96,6.26,70.38,18.48,4.89,177.86
450,770.83,505.41,2,1.83,573.68,437.15,5882.31,439.53,570.50,475.49,7.23,75.54,12.25,4.98,160.32
451,690.03,473.98,2,1.81,457.36,490.60,4151.83,385.24,651.19,437.92,6.02,73.95,14.82,5.21,151.18
452,775.06,418.54,2,1.77,412.98,424.11,2573.34,330.71,124.71,400.39,6.37,73.15,14.88,5.59,102.79
453,862.69,476.50,2,1.87,479.10,473.90,4147.28,389.29,240.31,530.44,5.98,74.27,14.78,4.97,138.26
454,817.78,535.01,2,1.78,485.13,584.90,6575.38,334.68,563.00,430.47,6.38,74.90,13.45,5.26,185.40
